,StopUID,StopNameZh_tw,StopNameEn,PositionLat,PositionLon,GeoHash,Bearing,上車人數,下車人數
1213,ILA293532,礁溪湯圍溝,Jiaoxi Hot Spring,24.82839,121.77333,wsqt5pbeu,E,24,69
1214,ILA293533,礁溪湯圍溝,Jiaoxi Hot Spring,24.82877,121.773889,wsqt5pcn1,S,80,114
1215,ILA293621,龍之園,Longzhiyuan,24.668229,121.818981,wsqsk49yg,E,0,0
1216,ILA293622,龍之園,Longzhiyuan,24.6683,121.818981,wsqsk49z7,W,0,0
1217,ILA293925,佛光大學,Fo Guang University,24.817093,121.730833,wsqt4jcdj,W,0,0
1218,ILA294086,榮源國中,Rong Yuan Junior High School,24.718746,121.687307,wsqs95cvp,E,0,0
1219,ILA294090,國華國中,Guo Hua Junior High School,24.676669,121.76372,wsqs6u38h,W,29,0
1220,ILA294091,國華國中,Guo Hua Junior High School,24.677567,121.761333,wsqs6srvh,S,0,31
1221,ILA294093,羅東高中,Luo Dong Senior high school,24.680625,121.761883,wsqs6ubr1,W,10,144
1222,ILA294138,烏石港站,Wush Harbor,24.86938,121.8352,wsqtkrmdt,S,6,9
1223,ILA294562,塭底路2,Wendi Rd. 2,24.814681,121.81213,wsqt5vkgu,E,0,0
1224,ILA294563,塭底路2,Wendi Rd. 2,24.814813,121.812441,wsqt5vmhg,W,0,0
1225,ILA294564,土圍路,Tuwei Rd,24.795435,121.794796,wsqt59b7b,E,0,0
1226,ILA294565,土圍路,Tuwei Rd,24.795616,121.794744,wsqt59bhz,W,0,0
1227,ILA294567,新月廣場(五穀廟),Luna Plaza,24.75375,121.751773,wsqsfd2cj,N,0,0
1228,ILA294568,南橋路,Nanqiao Rd,24.73091,121.740721,wsqsdq0gu,S,0,0
1229,ILA294569,南橋路,Nanqiao Rd,24.730764,121.740983,wsqsdq154,N,0,0
1230,ILA294570,七賢國小,Ci Sian Elementary School,24.719368,121.742902,wsqsdk42z,S,0,0
1231,ILA294571,七賢國小,Ci Sian Elementary School,24.719583,121.743075,wsqsdk4d5,N,0,0
1232,ILA294572,石頭厝,Yuanshan Township,24.71245,121.73165,wsqsd4f23,W,0,0
1233,ILA294573,石頭厝,Yuanshan Township,24.712522,121.731454,wsqsd4f0u,E,0,0
1234,ILA294574,普門醫院,Pumen hospital,24.72135,121.722517,wsqs9u7sk,W,0,0
1235,ILA294575,保民廟,Bao Min Temple,24.715655,121.719019,wsqs9g354,N,0,0
1236,ILA294576,新月廣場,Luna Plaza,24.754,121.75166,wsqsfd2fe,S,0,0
1237,ILA294577,深溝水源生態園區,shen gou Water Ecological Park,24.721483,121.707191,wsqs9s2mp,S,0,0
1238,ILA294579,金車酒廠,Kavalan Distillery,24.71381,121.69233,wsqs95j8k,W,0,0
1239,ILA294581,下深溝(蜂采館),xia shen gou(Bee-museum),24.709057,121.684622,wsqs940h9,E,0,0
1240,ILA294583,太陽埤,tai yang bi,24.714115,121.683181,wsqs8gnfp,E,0,0
1241,ILA294584,綠九市場,Liu Jiou Market,24.749197,121.755291,wsqsf97qx,W,0,0
1242,ILA294585,綠九市場,Liu Jiou Market,24.749301,121.755551,wsqsf97xj,E,0,0
1243,ILA294586,鎮興廟,Zhen Xing Temple,24.73874,121.74419,wsqsdre3t,S,0,0
1244,ILA294587,湖東,hu dong,24.74686,121.70663,wsqsc900f,W,0,0
1245,ILA294588,湖東,hu dong,24.74668,121.706802,wsqsc8bpy,E,0,0
1246,ILA294589,雙連埤,Shuanglianpi,24.75422,121.635869,wsqkzfkec,W,0,0
1247,ILA294590,幸福轉運站,Happy transfer station,24.751991,121.756631,wsqsf9uqz,W,0,0
1248,ILA294591,幸福轉運站,Happy transfer station,24.75179,121.75628,wsqsf9ujw,E,0,0
1249,ILA294592,大坡,Dapo,24.779036,121.74123,wsqsfqck2,N,0,0
1250,ILA294593,大坡,Dapo,24.778958,121.741224,wsqsfqc7b,S,0,0
1251,ILA294594,橘之鄉,Orange Town,24.780352,121.736554,wsqsfpju5,W,0,0
1252,ILA294595,橘之鄉,Orange Town,24.78051,121.73644,wsqsfpjub,E,0,0
1253,ILA294596,亞典蛋糕,Yadian cake,24.780832,121.731786,wsqsfp4qu,W,0,0
1254,ILA294597,亞典蛋糕,Yadian cake,24.780947,121.731652,wsqsfp4r3,E,0,0
1255,ILA294598,菌寶貝,Jun Bao Bei,24.776248,121.735526,wsqsfnmh5,W,0,0
1256,ILA294599,湧泉池,Springs pool,24.76726,121.72882,wsqsfh8px,W,0,0
1257,ILA294600,湧泉池,Springs pool,24.767301,121.728909,wsqsfh8rc,E,0,0
1258,ILA294601,同樂國小,Tong Le Elementary School,24.763561,121.726536,wsqscund1,W,0,0
1259,ILA294602,同樂國小,Tong Le Elementary School,24.763499,121.726535,wsqscun9c,E,0,0
1260,ILA294603,讚化宮,zan hua Temple,24.76069,121.72057,wsqscgd1q,W,0,0
1261,ILA294604,讚化宮,zan hua Temple,24.760722,121.720954,wsqscgd3x,E,0,0
1262,ILA294605,雷公埤,lei gong pool,24.75755,121.71767,wsqscfbp5,W,0,0
1263,ILA294606,雷公埤,lei gong pool,24.757182,121.717516,wsqscdzvp,E,0,0
1264,ILA294607,頭份村,tou fen village,24.76441,121.715109,wsqscsnpp,W,0,0
1265,ILA294608,頭份村,tou fen village,24.76452,121.71501,wsqscsnpv,E,0,0
1266,ILA294609,慶安廟,qing an Temple,24.768637,121.719045,wsqscucpg,N,0,0
1267,ILA294610,慶安廟,qing an Temple,24.76869,121.7189,wsqscv0bp,S,0,0
1268,ILA294611,錦普觀光梨園,Jin Pu Sightseeing Liyuan,24.77472,121.71904,wsqscy155,E,0,0
1269,ILA294612,枕頭山休閒農業區,Jhentoushan Agricultural Leisyre Area,24.77719526,121.7090103,wsqscw9c9,E,0,0
1270,ILA294613,望龍埤,Wanglongpi,24.77944,121.70056,wsqscqgws,W,0,0
1271,ILA294614,望龍埤,Wanglongpi,24.779289,121.700453,wsqscqgtf,E,0,0
1272,ILA294615,老媽媽醬油,Old mother sauce,24.780432,121.696477,wsqscr0sm,W,0,1
1273,ILA294616,老媽媽醬油,Old mother sauce,24.78024,121.696571,wsqscr0er,E,2,0
1274,ILA294617,大礁溪橋,Dajiaoxi bridge,24.782432,121.692661,wsqscptbh,E,0,0
1275,ILA294618,宜蘭停管場,Yilan Towing Field,24.734119,121.762282,wsqsdy8wd,S,0,0
1276,ILA294619,宜蘭停管場,Yilan Towing Field,24.734224,121.762094,wsqsdy8rq,N,0,0
1277,ILA294620,縣政一街,Xian Zheng First St.,24.728112,121.765622,wsqsdve58,S,0,0
1278,ILA294621,縣政一街,Xian Zheng First St.,24.728054,121.765376,wsqsdvdg6,N,0,0
1279,ILA294622,凱旋國中,Kaixuan Junior High School,24.726646,121.75651,wsqsdtk7h,N,0,0
1280,ILA294623,凱旋國中,Kaixuan Junior High School,24.726799,121.756284,wsqsdtkhp,S,0,0
1281,ILA294624,中崙,Zhonglun Station,24.841542,121.80176,wsqt7dm26,E,0,0
1282,ILA294625,中崙,Zhonglun Station,24.841843,121.80191,wsqt7dm6n,W,0,0
1283,ILA294627,五結市中心,Wujie city center,24.68441,121.79815,wsqs7tdtn,S,0,0
1284,ILA294892,羅東林場,Luodong Forest field,24.68658,121.77093,wsqs6yncu,S,9,2
1285,ILA294893,羅東林場,Luodong Forest field,24.68652,121.77081,wsqs6ync3,N,1,6
1286,ILA295887,蘇澳轉運站,Su'ao Transit Station,24.595322,121.85065,wsqeuv2yj,E,13,8
1287,ILA295890,進安宮,Jinan Temple,24.58405,121.86465,wsqev57hk,S,5,7
1288,ILA295977,宜蘭轉運站2,Yilan Transfer Station 2,24.751302,121.75836,wsqsf9vdz,W,0,0
1289,ILA295979,黎明國小,Li-Ming Elementary School,24.75205,121.76366,wsqsfccx4,E,0,0
1290,ILA295981,延平路,Yanping Road,24.757202,121.773881,wsqsg4cj1,E,0,0
1291,ILA295982,延平路,Yanping Road,24.757176,121.773894,wsqsg4cj1,W,0,0
1292,ILA295983,七張橋,qi zhang qiao,24.762239,121.779512,wsqsg5v4k,E,0,0
1293,ILA295984,七張橋,qi zhang qiao,24.762061,121.779404,wsqsg5v13,W,0,0
1294,ILA295985,美功路,mei gong RD,24.770835,121.781954,wsqsgjqut,W,0,0
1295,ILA295986,美功路,mei gong RD,24.770922,121.782093,wsqsgjrj0,E,0,0
1296,ILA295987,美間村,Meijian Villag,24.775681,121.783611,wsqsgq20g,E,0,0
1297,ILA295988,美間村,Meijian Villag,24.7759904,121.7840428,wsqsgq26t,W,0,0
1298,ILA295989,美城活動中心,mei cheng huo dong zhong xin,24.777891,121.788989,wsqsgqsj9,E,0,0
1299,ILA295990,美城活動中心,mei cheng huo dong zhong xin,24.777483,121.789559,wsqsgqs7q,W,0,0
1300,ILA295991,古亭國小,Gu Ting Elementary School,24.770972,121.797314,wsqsgt6j7,E,0,0
1301,ILA295992,古亭國小,Gu Ting Elementary School,24.771054,121.798006,wsqsgt6tg,W,0,0
1302,ILA295993,中央路,zhong yang RD,24.765566,121.796196,wsqsgs3mc,E,0,0
1303,ILA295994,中央路,zhong yang RD,24.765656,121.796212,wsqsgs3q3,W,0,0
1304,ILA295995,順和路1,shun he RD1,24.76421,121.801927,wsqsgsjmy,E,0,0
1305,ILA295996,順和路1,shun he RD1,24.764191,121.802214,wsqsgsjtv,W,0,0
1306,ILA295998,順和路2,shun he RD2,24.764344,121.809156,wsqsgu4wz,W,0,0
1307,ILA295999,過嶺,Guoling,24.764235,121.815843,wsqsgupw4,E,0,0
1308,ILA296000,過嶺,Guoling,24.764254,121.815694,wsqsgupqp,E,0,0
1309,ILA296014,礁溪轉運站,Jiaoxi Transfer Station,24.830918,121.777907,wsqt707fw,S,511,0
1310,ILA296015,竹安國小,Jhu An Elementary School,24.8254757,121.8209356,wsqthp76c,N,0,0
1311,ILA296016,李寶興圳,li bao xing chou,24.821405,121.755806,wsqt4weg5,E,0,0
1312,ILA296478,三官宮,san guan gong,24.721579,121.716339,wsqs9srjs,E,0,0
1313,ILA296479,美福鎮安宮,MeifuZhenanTemple,24.724767,121.78029,wsqsejj8n,E,0,0
1314,ILA296686,礁溪湯圍溝,Jiaoxi Tangweigo,24.828521,121.773368,wsqt5pbst,W,0,0
1315,ILA296687,湯圍溝,Tangweigou Hot Springs Park,24.826746,121.771651,wsqt4zx6m,W,0,0
1316,ILA296688,礁溪電池廠,Jiaoxi Battery Factory,24.82459,121.77077,wsqt4znv8,W,0,0
1317,ILA296689,礁溪國小,Jiaoxi Elementary School,24.820915,121.769457,wsqt4ytb6,W,0,0
1318,ILA296691,竹安,Jhu An,24.817671,121.819732,wsqthjfmm,E,0,0
1319,ILA296692,竹安廟,Jhu An Temple,24.821225,121.820243,wsqthndf1,N,0,0
1320,ILA296694,關聖廟,guan sheng Temple,24.722841,121.7086,wsqs9s9kz,S,0,0
1321,ILA296696,內城路,Neicheng Rd,24.710426,121.679764,wsqs8fks8,S,0,0
1322,ILA296697,員山路三段路口,"Section 3, Yuanshan Rd",24.70865,121.67789,wsqs8f54k,E,0,0
1323,ILA296698,成功路,Chenggong Rd,24.718019,121.701532,wsqs97u2g,E,0,0
1324,ILA296699,關聖廟,guan sheng Temple,24.722464,121.708567,wsqs9s96z,N,0,0
1325,ILA296700,八甲魚場,Bajia Fish Farm,24.728818,121.712153,wsqs9tspf,E,0,0
1326,ILA296701,員山鄉農會,Yuanshan Farmers,24.74532,121.72664,wsqscbwxu,E,0,0
1327,ILA296702,員山機堡,Yuanshan jibao,24.746441,121.728585,wsqsf0bn3,E,0,0
1328,ILA296703,金六結,Jinliujie,24.75183,121.739088,wsqsf1zty,E,0,0
1329,ILA296704,南屏國小,Nan Ping Elementary School,24.753348,121.742378,wsqsf64ne,E,0,0
1330,ILA296707,光復國小,Guang Fu Elementary School,24.75444,121.747774,wsqsf6qj0,E,0,0
1331,ILA296708,新月廣場(五穀廟),Luna Plaza,24.753802,121.751743,wsqsfd2cm,N,0,0
1332,ILA296709,陽大新民院區,Yang-Ming University Hospital(Xinmin),24.757427,121.754071,wsqsfdfw7,E,0,0
1333,ILA296710,慈安路,Tsz An Rd.,24.759808,121.763378,wsqsfg3kk,E,0,0
1334,ILA296713,七張橋,Qi Zhang Bridge,24.761914,121.778413,wsqsg5u2d,S,0,0
1335,ILA296714,慈雲寺,Tsz Yuan Temple,24.764921,121.769506,wsqsfumf5,E,0,0
1336,ILA296845,健康路一段,Jiankang Road  Section 1,24.74433129,121.7526617,wsqsf89d4,S,0,0
1337,ILA296846,健康路一段,Jiankang Road  Section 1,24.744283,121.752709,wsqsf899g,N,0,0
1338,ILA296847,自強路,Ziqiang Rd. Intersection,24.742838,121.750236,wsqsf2rc6,S,0,0
1339,ILA296848,自強路,Ziqiang Rd.,24.742744,121.75045,wsqsf2rbz,N,0,0
1340,ILA296853,東港鎮安宮,Donggang Temple,24.720765,121.820864,wsqssh70z,W,0,0
1341,ILA296854,東港鎮安宮,Donggang Temple,24.72091,121.820828,wsqssh71x,E,0,0
1342,ILA296855,榕樹公園,Rongshu Park,24.717336,121.827169,wsqss5xuf,E,0,0
1343,ILA296856,榕樹公園,Rongshu Park,24.71734,121.82726,wsqss5xuu,W,0,0
1344,ILA296858,慶安宮,Qingan Temple,24.7214,121.82551,wsqsshqss,N,0,0
1345,ILA296859,慶安宮,Qingan Temple,24.721419,121.825357,wsqsshqs8,S,0,0
1346,ILA296867,公路頭,Gonglutou,24.749389,121.816052,wsqsgcrxx,S,0,0
1347,ILA296870,漁寮,Yuliao,24.754177,121.815829,wsqsgfred,N,0,0
1348,ILA296872,過嶺國小,Guoling Elementary School,24.759178,121.815657,wsqsggr2w,N,0,0
1349,ILA296874,三塊厝,Sankuaicuo,24.768015,121.815909,wsqsguzsh,N,0,0
1350,ILA296875,三塊厝,Sankuaicuo,24.768015,121.815909,wsqsguzsh,S,0,0
1351,ILA296876,宜蘭轉運站1,Yilan Transfer Station1,24.751765,121.759537,wsqsf9yt6,W,0,0
1352,ILA296879,永鎮廟,Yongzhen Temple,24.77516,121.815422,wsqsgypmc,N,0,0
1353,ILA296880,永鎮廟,Yongzhen Temple,24.77515,121.815277,wsqsgypjt,S,0,0
1354,ILA296887,礁溪湯圍溝,Jiaoxi Tangweigo,24.828817,121.774117,wsqt5pcnq,S,42,48
1355,ILA296893,礁溪國小,Jiaoxi Elementary School,24.82092,121.76938,wsqt4ytb2,S,49,81
1356,ILA296901,協天廟,Xietian Temple,24.818749,121.768591,wsqt4yj5t,W,45,32
1357,ILA296902,大忠路,Dazhong Rd,24.82305,121.76527,wsqt4yfu8,N,112,166
1358,ILA296904,溫泉路,Wenquan Rd.,24.82924,121.772877,wsqt7002c,S,24,18
1359,ILA296956,鼻仔頭遊憩區,bi zai tou Recreation Area,24.730202,121.69901,wsqs9mfxb,N,0,0
1360,ILA296957,壯六南北五路口,Zhuang six north-south crossing five,24.749782,121.809187,wsqsgcd9z,E,0,0
1361,ILA296993,曼陀羅滴水坊,Mandala Water Drop Teahouse,24.81504313,121.72704,wsqt1vqyj,N,0,0
1362,ILA296994,佛光大學雲起樓,Yun Qi Building,24.816428,121.722015,wsqt1veq0,E,0,0
1363,ILA296995,淡江大學蘭陽站,Tamkang University  Lanyang Station,24.82200437,121.7291515,wsqt4n8qw,W,0,0
1364,ILA296996,新水休閒養殖漁業示範區,Sin Sheng Recreational Fish Farming Demonstration,24.678812,121.8273,wsqskhxum,S,0,0
1365,ILA297017,礁溪轉運站,Jiaoxi Transfer Station,24.830918,121.777907,wsqt707fw,S,0,399
1366,ILA297023,宜蘭轉運站,Yilan Bus Station,24.751763,121.75972,wsqsf9ytr,W,19,15
1367,ILA297026,新月廣場（宜蘭酒廠）,Luna Plaza(Yilan Winery),24.75488,121.75124,wsqsfd2x9,W,0,0
1368,ILA297034,龍潭湖,Longtan Lake,24.791742,121.739635,wsqt430n7,S,0,0
1369,ILA297035,宜蘭轉運站,Yilan Bus Station,24.751763,121.75972,wsqsf9ytr,E,0,0
1370,ILA297048,梅花湖,Meihua Lake,24.6472,121.7312,wsqs4ncuq,N,0,0
1371,ILA297051,羅東林場,Luodong Forest field,24.68658,121.77093,wsqs6yncu,N,0,0
1372,ILA297053,蘇澳新站,Suaoxin  Station,24.60775,121.8271,wsqeupxy9,S,6,3
1373,ILA297054,軍人忠烈祠,Martyrs Shrine,24.60378,121.83273,wsqeuqgzk,E,0,0
1374,ILA297055,蘇澳國中,Su'ao Junior High School,24.597015,121.83493,wsqeumtrz,E,0,34
1375,ILA297056,聖湖,Shenghu,24.5963,121.83849,wsqeut85f,E,0,0
1376,ILA297057,加油站,Gas Station,24.595709,121.84615,wsqeutt8m,E,0,13
1377,ILA297058,中山路,Zhongshan Rd.,24.595912,121.849673,wsqeuv81x,E,40,120
1378,ILA297059,南方澳(港區),Nanfang&#39;ao (Su&#39;ao Harbor South Gate),24.585293,121.864485,wsqev5e58,E,0,0
1379,ILA297061,南方澳大橋,Nanfang-ao Bridge,24.585293,121.864485,wsqev5e58,S,0,0
1380,ILA297067,進安宮,Jinan Temple,24.58405,121.86465,wsqev57hk,N,0,1
1381,ILA297068,南方澳(港區),Nanfang&#39;ao (Su&#39;ao Harbor South Gate),24.585293,121.864485,wsqev5e58,N,0,0
1382,ILA297069,中山路,Zhongshan Rd.,24.59614,121.85048,wsqeuv8fc,W,199,91
1383,ILA297070,加油站,Gas Station,24.59599,121.84788,wsqeutwfj,W,47,18
1384,ILA297071,聖湖,Shenghu,24.5965,121.8382,wsqeumxug,W,15,18
1385,ILA297072,蘇澳國中,Su-ao Junior High School,24.59717,121.83517,wsqeumv8v,W,55,21
1386,ILA297073,軍人忠烈祠,Martyrs Shrine,24.60399,121.8328,wsqeur5bw,W,58,3
1387,ILA297074,蘇澳新站,Su&#39;aoxin Train Station,24.608864,121.826854,wsqeupzt5,N,5,51
1388,ILA297078,羅東轉運站,Luodong Bus Station,24.67818,121.775704,wsqs7hd2g,W,142,40
1389,ILA297079,羅東火車站,Luodong Train Station,24.67802,121.77338,wsqs7h2xv,W,0,0
1390,ILA297080,電信局,Chunghwa Telecom,24.67831,121.77081,wsqs6uwc9,W,0,0
1391,ILA297081,羅東夜市(中山公園),Luodong Night Market (Zhongshan Park),24.67661,121.76794,wsqs6uhxw,S,0,0
1392,ILA297083,羅東夜市(中山公園),Luodong Night Market (Zhongshan Park),24.67649,121.76803,wsqs6uhyb,N,0,0
1393,ILA297084,電信局,Chunghwa Telecom,24.67849,121.770501,wsqs6uwdd,E,0,0
1394,ILA297085,羅東火車站,Luodong Train Station,24.67787,121.77332,wsqs7h2xh,E,0,0
1395,ILA297086,羅東轉運站,Luodong Bus Station,24.67818,121.775704,wsqs7hd2g,E,0,0
1396,ILA297089,幸福轉運站(舊宜蘭站),Yilan old train station,24.75169,121.7563,wsqsf9ujp,W,0,0
1397,ILA297090,幸福轉運站,Happy Station,24.75169,121.7563,wsqsf9ujp,E,0,0
1398,ILA297091,宜蘭火車站(前站),Yilan Train Station(Front station),24.7539895,121.7574069,wsqsfdm43,N,0,0
1399,ILA297092,宜蘭火車站(前站),Yilan Train Station(Front station),24.754092,121.757198,wsqsfdkgh,S,0,0
1400,ILA297093,新生國小,Xinsheng Elementary School,24.770031,121.755044,wsqsft5rf,W,0,0
1401,ILA297094,新生國小,Xinsheng Elementary School,24.770189,121.754949,wsqsft70z,E,0,0
1402,ILA297095,橘之鄉,Juzhixiang,24.780484,121.736567,wsqsfpjug,W,0,0
1403,ILA297096,橘之鄉,Juzhixiang,24.7803059,121.7365217,wsqsfpjgd,E,0,0
1404,ILA297097,枕頭山休閒農業區,Pillow Mountain leisure,24.777284,121.709127,wsqscw9fh,W,0,0
1405,ILA297098,枕頭山休閒農業區,Pillow Mountain leisure,24.777089,121.709095,wsqscw9c5,E,0,0
1406,ILA297099,望龍埤,Wanglongpi,24.779423,121.700489,wsqscqgwd,W,0,0
1407,ILA297122,外澳,Waiao,24.871039,121.839543,wsqtkx8u7,E,0,0
1408,ILA297125,頭城站,Toucheng Station,24.85794,121.82553,wsqtkjnxu,S,32,0
1409,ILA297126,頭城站,Toucheng Station,24.85858,121.82603,wsqtkjr58,N,0,11
1410,ILA297127,青雲路,Qingyun Rd.,24.85548,121.82345,wsqtkhv1s,W,7,0
1411,ILA297128,青雲路,Qingyun Rd.,24.85544,121.82359,wsqtkhv1r,E,1,9
1412,ILA297129,二城,Ercheng,24.83872,121.79295,wsqt73ybj,W,0,0
1413,ILA297131,頭城交流道,Toucheng IC.,24.83762,121.78856,wsqt73e9x,W,0,0
1414,ILA297132,頭城交流道,Toucheng IC.,24.837169,121.787954,wsqt737qc,E,0,0
1415,ILA297133,礁溪轉運站,Jiaoxi Bus Station,24.830982,121.777881,wsqt707fy,S,0,0
1416,ILA297136,礁溪湯圍溝,Jiaoxi Tangweigou,24.82839,121.77333,wsqt5pbeu,E,0,0
1417,ILA297137,礁溪湯圍溝,Jiaoxi Tangweigou,24.82877,121.773889,wsqt5pcn1,S,0,0
1418,ILA297138,湯圍溝,Tangweigo,24.826746,121.771651,wsqt4zx6m,S,76,119
1419,ILA297139,礁溪電池廠,Jiaoxi Battery Factory,24.824619,121.770786,wsqt4znvb,S,19,32
1420,ILA297140,礁溪電池廠,Jiaoxi Battery Factory,24.82462,121.77081,wsqt4znvc,S,0,0
1421,ILA297141,礁溪電池廠,Jiaoxi Battery Factory,24.82454,121.7709,wsqt4znv7,E,0,0
1422,ILA297142,礁溪國小,Jiaoxi Elementary School,24.821,121.76945,wsqt4ytbc,S,0,0
1423,ILA297143,礁溪國小,Jiaoxi Elementary School,24.82107,121.76965,wsqt4ytcn,N,0,0
1424,ILA297144,協天廟,Xietian Temple,24.818766,121.768666,wsqt4yj5z,S,0,0
1425,ILA297145,協天廟,Xietian Temple,24.818813,121.76881,wsqt4yjk4,N,0,0
1426,ILA297146,礁溪國中,Jiaoxi Junior High school,24.81678,121.76789,wsqt4vu8j,S,0,0
1427,ILA297147,礁溪國中,Jiaoxi Junior High school,24.817395,121.768304,wsqt4vugz,N,0,16
1428,ILA297148,十六結,Shiliujie,24.80964,121.76701,wsqt4ukn8,S,17,0
1429,ILA297149,十六結,Shiliujie,24.809559,121.767233,wsqt4uknn,N,0,13
1430,ILA297152,三民村,Sanmin Village,24.80507,121.76549,wsqt4gduj,S,0,0
1431,ILA297153,三民村,Sanmin Village,24.80523,121.7658,wsqt4gehu,N,0,0
1432,ILA297154,番割田,Fangetian,24.80182,121.76482,wsqt4g43j,S,1,0
1433,ILA297155,番割田,Fangetian,24.80172,121.76508,wsqt4g48k,N,0,0
1434,ILA297156,白鵝村,Baie Village,24.79907,121.76418,wsqt4f9cp,S,0,0
1435,ILA297157,白鵝村,Baie Village,24.799125,121.76444,wsqt4fd1m,N,0,4
1436,ILA297158,公埔,Gongpu,24.793252,121.76267,wsqt4c2z5,S,0,0
1437,ILA297159,公埔,Gongpu,24.79321,121.76293,wsqt4c3nc,N,0,0
1438,ILA297160,玉光村,Yuguang Village,24.79112,121.76205,wsqt4c06t,S,0,0
1439,ILA297161,玉光村,Yuguang Village,24.790796,121.762238,wsqt4c08c,N,0,1
1440,ILA297162,四城,Sicheng,24.787387,121.761526,wsqt4b2hc,S,22,0
1441,ILA297163,四城,Sicheng,24.78716,121.76176,wsqt4b25w,N,0,15
1442,ILA297164,一結,Yijie,24.78267,121.76041,wsqsfxx1x,S,0,0
1443,ILA297165,一結,Yijie,24.78239,121.76058,wsqsfxrrg,N,0,0
1444,ILA297166,茭白里,Jiaobai Village,24.77992,121.75957,wsqsfxn97,S,0,0
1445,ILA297168,茭白里,Jiaobai Village,24.77965,121.75975,wsqsfwyxz,N,0,0
1446,ILA297169,台富,Taifu,24.7766,121.75861,wsqsfwmyj,S,0,0
1447,ILA297170,台富,Taifu,24.776343,121.758829,wsqsfwqhd,N,0,0
1448,ILA297171,吳沙路,Wusha Rd.,24.77363,121.75774,wsqsftvkb,S,0,0
1449,ILA297172,吳沙路,Wusha Rd.,24.77354,121.7579,wsqsftvkk,N,0,0
1450,ILA297181,新生里,Xinsheng Village,24.768283,121.756125,wsqsfsuje,S,4,0
1451,ILA297182,新生里,Xinsheng Village,24.768015,121.756123,wsqsfsuh5,N,0,7
1452,ILA297183,蘭陽別院(念佛會),Lan Yang House,24.762132,121.753852,wsqsfef3y,S,0,0
1453,ILA297184,蘭陽別院(念佛會),Lan Yang House,24.762247,121.754012,wsqsfefdd,N,0,0
1454,ILA297186,北門,Beimen,24.759673,121.75302,wsqsfe3gd,S,4,0
1455,ILA297187,北門,Beimen,24.759172,121.753009,wsqsfe3bd,N,0,2
1456,ILA297188,第一銀行,Wenchang Rd(First Bank),24.757266,121.752503,wsqsfdcmw,E,0,0
1457,ILA297189,第一銀行,Wenchang Rd(First Bank),24.75755,121.75266,wsqsfdcx4,W,0,0
1458,ILA297190,宜蘭中山公園,Yilan Park,24.75433,121.75378,wsqsfd6kk,E,0,0
1459,ILA297191,宜蘭中山公園,Yilan Park,24.75447,121.75381,wsqsfd6mj,W,0,0
1460,ILA297192,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.754995,121.756177,wsqsfds0k,E,0,0
1461,ILA297193,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.75501,121.75684,wsqsfds8k,W,0,0
1462,ILA297194,幸福轉運站,Happy Station,24.75169,121.7563,wsqsf9ujp,W,0,0
1463,ILA297195,幸福轉運站,Happy Station,24.7519,121.75655,wsqsf9uqm,E,0,0
1464,ILA297196,綠九市場,Lujiu Market,24.74912,121.75524,wsqsf97qn,W,7,0
1465,ILA297197,綠九市場,Lujiu Market,24.749304,121.755546,wsqsf97xj,E,0,2
1466,ILA297198,蘭陽女中,National Lan-Yang Girls Senior High School,24.74672,121.75498,wsqsf9520,S,21,0
1467,ILA297199,蘭陽女中,National Lan-Yang Girls Senior High School,24.74586,121.75553,wsqsf8gej,N,0,22
1468,ILA297200,三角,Sanjiao,24.74301,121.7564,wsqsf8k63,E,26,1
1469,ILA297201,三角,Sanjiao,24.742592,121.756719,wsqsf8k81,N,0,0
1470,ILA297206,城仔,Chengzai,24.72704,121.76711,wsqsdvkj7,S,0,0
1471,ILA297209,城仔,Chengzai,24.727036,121.767091,wsqsdvkj6,N,0,0
1472,ILA297211,南方澳,Nanfang&#39;ao,24.580572,121.870334,wsqev4z20,E,0,0
1473,ILA297212,北橋頭,Beiqiaotou,24.72165,121.76983,wsqsduqn4,S,0,1
1474,ILA297213,北橋頭,Beiqiaotou,24.72184,121.76996,wsqsduqpj,N,0,0
1475,ILA297214,慈林文教,Chilin Culture and Education Center,24.70918,121.77135,wsqsdfpjq,S,0,2
1476,ILA297215,南橋頭,Nanqiaotou,24.70983,121.77264,wsqse421h,N,0,0
1477,ILA297216,二結王公廟,Erjie Wonggong Temple,24.70651,121.76902,wsqsdctmz,S,0,15
1478,ILA297217,二結,Erjie,24.70344,121.76801,wsqsdchgb,S,0,4
1479,ILA297218,二結村,Erjie,24.706101,121.771383,wsqsdcx5q,N,0,0
1480,ILA297219,學進村,Xuejin Village,24.70319,121.77041,wsqsdcnd8,N,0,0
1481,ILA297220,新城,Xincheng,24.615425,121.82097,wsqsh1574,W,0,0
1482,ILA297221,新城,Xincheng,24.61551,121.821195,wsqsh157x,E,0,0
1483,ILA297222,石油公司,Oil Company,24.69815,121.76881,wsqsdbjm4,S,4,14
1484,ILA297223,石油公司,Oil Company,24.69828,121.76908,wsqsdbjtc,N,21,4
1485,ILA297226,羅東林場,Luodong Forest field,24.68652,121.77081,wsqs6ync3,S,0,10
1486,ILA297227,武荖坑,Wulaokeng,24.614762,121.814056,wsqs5byr3,W,0,0
